student_id,problem_id,correct,skill_ids
687,218,1,[71]
974,206,1,"[73, 95, 91, 73]"
84,487,1,"[51, 46, 96, 58]"
22,312,0,"[55, 12, 43]"
459,360,0,"[28, 55, 4]"
539,385,0,"[52, 59, 5]"
707,56,1,"[79, 34, 17, 10]"
849,118,0,"[22, 46, 74]"
382,388,1,"[56, 92, 55]"
748,253,0,"[26, 72]"
440,286,0,"[54, 8, 17]"
604,268,1,"[20, 55, 47, 99]"
989,291,1,[26]
21,333,0,[62]
303,180,1,"[39, 62]"
976,415,1,"[28, 39]"
869,358,1,"[87, 55, 43]"
955,235,1,[99]
84,343,1,"[12, 29, 48]"
774,196,1,"[74, 62, 70]"
659,308,1,"[10, 48, 39]"
953,80,1,"[20, 46, 2, 29]"
453,135,1,"[66, 61, 36, 96]"
387,22,1,"[30, 45]"
507,477,1,"[44, 13, 11, 62]"
257,331,1,"[76, 87, 37]"
570,440,1,"[46, 53, 54]"
892,225,0,"[72, 71, 14, 70]"
934,58,1,"[15, 87, 42, 6]"
527,93,0,"[27, 65, 97]"
162,192,1,"[2, 0, 30, 55]"
957,103,0,"[83, 79, 45]"
163,396,1,"[80, 17, 67, 34]"
832,7,1,"[99, 22, 78, 12]"
793,128,1,"[13, 36]"
792,55,1,[21]
524,231,1,"[3, 49, 28, 36]"
786,362,1,"[19, 34, 98]"
271,62,1,"[1, 57, 17, 93]"
492,240,0,"[55, 63]"
208,90,1,[92]
539,232,1,"[51, 21, 92]"
584,457,1,"[9, 83, 79, 5]"
60,233,1,[5]
430,354,0,"[81, 95]"
985,493,0,"[41, 73, 40, 62]"
657,333,0,"[91, 78]"
605,439,0,"[28, 70, 33]"
309,375,1,"[1, 25, 74, 88]"
520,292,1,"[19, 32, 80]"
591,345,1,"[93, 81, 95, 3]"
27,152,0,"[18, 2, 91, 60]"
686,428,0,"[5, 55]"
562,145,1,"[80, 68, 82, 41]"
199,130,1,"[85, 87, 73]"
387,141,0,"[27, 16]"
349,415,1,"[68, 38]"
960,93,0,"[31, 3, 20]"
940,114,1,"[31, 81]"
693,284,1,[13]
536,444,1,"[74, 45]"
828,411,1,"[92, 57, 98, 79]"
378,143,1,"[6, 39, 58, 35]"
899,223,1,"[30, 41, 43, 42]"
916,232,0,"[46, 5, 92]"
558,463,1,"[65, 85, 8]"
527,33,0,"[79, 76, 17]"
153,276,1,"[24, 96, 73, 57]"
734,170,0,"[0, 62]"
206,140,1,[78]
455,357,1,[65]
273,201,1,"[52, 97, 18]"
894,23,1,"[83, 51]"
236,456,0,"[59, 67, 92]"
852,224,1,"[29, 12, 14, 19]"
740,368,1,"[91, 19]"
521,270,0,"[88, 26]"
678,347,1,"[55, 83]"
944,153,0,[98]
956,333,1,"[23, 24, 52]"
831,85,0,"[10, 93, 59, 76]"
726,109,1,"[24, 24, 16]"
501,31,0,"[51, 10, 9, 80]"
117,229,1,"[53, 79, 62, 19]"
386,240,1,[4]
344,378,1,[62]
584,363,1,"[31, 26, 67, 47]"
395,310,1,"[45, 77, 87]"
64,389,1,"[17, 37, 64, 16]"
717,141,1,"[85, 81]"
721,156,0,"[37, 91]"
72,299,1,[62]
789,345,0,"[96, 93]"
274,371,1,"[7, 29]"
990,99,1,"[63, 8, 96]"
320,47,0,"[56, 58]"
338,487,0,[94]
366,327,1,"[74, 4, 94]"
495,422,1,"[3, 7, 41, 34]"
607,480,1,[4]
166,67,1,"[18, 81, 96, 3]"
544,62,1,"[58, 17, 23, 92]"
11,109,1,"[57, 27, 8]"
301,167,1,[89]
729,37,1,[1]
801,119,0,"[28, 25]"
102,498,0,"[6, 33, 55, 9]"
425,86,1,"[56, 46, 85, 26]"
392,382,1,"[21, 18, 99]"
779,392,1,[18]
214,465,0,"[91, 60]"
691,52,1,"[85, 69, 70]"
88,91,1,"[32, 77]"
553,289,1,[24]
401,494,1,"[27, 17]"
588,337,1,"[90, 48, 65]"
889,298,0,"[84, 86, 65, 79]"
46,204,1,"[33, 4, 97, 21]"
672,368,1,"[19, 46]"
463,238,1,"[76, 33]"
592,382,1,"[5, 55, 28, 96]"
310,155,1,[0]
86,240,1,"[58, 47, 6]"
92,136,1,"[31, 77]"
660,407,0,[56]
673,362,0,"[87, 18, 26]"
714,381,1,"[59, 60, 60]"
936,369,0,"[44, 20, 43]"
928,64,0,[0]
242,123,1,"[90, 43, 99]"
865,254,1,"[60, 90]"
2,477,1,"[88, 78, 82]"
225,114,1,"[49, 74, 40]"
801,20,0,[86]
745,16,1,"[1, 20, 13, 33]"
973,145,1,"[84, 63, 22]"
926,208,1,[49]
929,19,1,"[13, 84, 75]"
589,376,1,"[45, 4]"
116,392,1,"[21, 69]"
666,166,1,"[1, 28, 60, 99]"
918,38,0,"[70, 15, 63, 96]"
103,181,0,[13]
194,349,0,"[75, 42, 69]"
166,105,0,"[75, 30, 75]"
871,100,0,"[39, 26]"
90,90,1,"[6, 45, 99, 32]"
686,415,1,"[7, 4, 60]"
122,300,1,"[59, 84, 23, 6]"
143,444,1,[82]
994,332,1,"[35, 26, 28]"
106,401,0,"[19, 69, 75]"
887,79,1,"[75, 2]"
428,73,1,"[38, 98]"
305,423,1,"[82, 44, 67, 30]"
872,426,1,"[37, 96]"
971,176,0,"[7, 27]"
317,396,1,"[94, 7, 53]"
963,96,1,"[28, 33]"
635,345,1,"[39, 73, 12]"
902,103,0,"[85, 84]"
9,402,1,"[64, 40, 41, 65]"
774,463,1,"[92, 10, 49, 70]"
73,224,0,"[93, 79, 78]"
359,6,1,"[19, 27, 36, 2]"
223,122,1,[58]
416,236,1,[72]
553,427,0,"[31, 47, 45]"
370,116,1,"[94, 46]"
716,163,1,"[39, 2]"
264,226,1,"[28, 90, 57]"
840,230,1,"[9, 60]"
690,182,1,[98]
860,249,1,"[60, 22, 5]"
318,318,1,"[59, 26, 54]"
84,453,1,"[29, 66, 12]"
318,210,1,"[53, 20, 42]"
111,144,1,"[66, 37, 94]"
251,392,1,"[50, 75, 60, 45]"
383,345,1,"[26, 84, 88]"
7,96,1,"[93, 62]"
459,382,0,"[2, 76]"
84,346,1,"[26, 81, 44, 61]"
208,244,1,"[45, 77, 43, 62]"
900,86,1,"[15, 50, 73, 90]"
390,415,1,"[64, 68, 76, 44]"
314,491,0,"[16, 82, 36]"
22,394,1,[46]
410,184,1,"[43, 87]"
895,121,1,"[32, 20, 66]"
515,332,1,"[31, 23, 34, 17]"
127,92,1,"[53, 25, 59]"
809,70,1,[87]
700,404,0,"[64, 50, 97]"
874,133,0,"[58, 75, 16, 84]"
14,279,1,[66]
971,137,1,"[27, 88, 43, 69]"
978,314,0,"[41, 93]"
12,187,1,"[21, 37, 13, 97]"
87,221,1,"[25, 39, 53]"
524,464,0,[93]
909,438,1,"[41, 40, 49]"
537,46,1,"[2, 30, 75]"
301,278,1,"[53, 52, 44]"
243,192,1,"[77, 98]"
122,8,0,"[49, 23, 16, 17]"
147,379,1,"[16, 15]"
567,276,0,[87]
750,179,1,"[51, 35]"
356,334,1,"[90, 38, 80]"
685,39,1,[41]
904,293,1,"[20, 67]"
733,178,1,[58]
631,162,1,"[29, 56, 32, 89]"
309,331,0,[52]
695,374,0,"[48, 87, 4, 76]"
288,104,1,"[59, 70]"
307,161,1,"[80, 54, 90]"
812,287,0,"[68, 41, 68]"
594,123,1,"[70, 70, 54, 13]"
966,54,1,"[14, 4, 3]"
914,428,0,"[83, 52]"
723,34,1,"[72, 29]"
662,242,1,"[85, 93, 83]"
549,455,1,"[60, 70, 67, 91]"
352,378,1,"[98, 96, 70]"
312,113,1,[97]
873,318,1,"[41, 97, 76, 28]"
59,23,0,"[44, 73, 93]"
643,46,1,"[89, 98, 91, 28]"
924,312,1,"[69, 2, 92, 56]"
714,135,1,"[21, 26]"
755,118,0,"[21, 73, 48]"
35,473,0,"[23, 26, 35]"
445,189,0,"[16, 55, 9]"
93,131,1,"[80, 73]"
950,422,0,"[37, 80]"
959,212,1,"[89, 89, 97]"
207,418,1,"[49, 90, 60, 20]"
353,113,1,"[45, 94, 70, 43]"
903,44,1,"[97, 17, 87, 12]"
332,128,0,[24]
817,364,1,[38]
862,158,1,[56]
725,273,1,"[32, 87]"
159,315,1,"[57, 24]"
954,394,1,[73]
957,355,1,"[15, 59, 27]"
24,340,1,"[43, 57, 31, 62]"
404,402,1,"[92, 44, 52]"
805,45,0,[49]
516,108,0,"[25, 2, 89]"
732,219,0,"[64, 34, 52]"
364,443,0,"[45, 67, 82]"
382,318,1,"[59, 5]"
532,315,0,"[72, 74, 85, 72]"
956,177,1,[42]
152,228,0,"[73, 33]"
562,191,1,"[85, 45, 3]"
689,471,0,"[4, 45]"
947,160,1,"[18, 37, 58]"
608,394,1,"[71, 19, 75]"
617,267,1,"[52, 54, 38, 35]"
420,358,1,"[14, 0]"
250,326,0,"[8, 22, 51]"
117,379,1,"[59, 17]"
866,489,1,[77]
512,190,0,"[64, 76]"
740,175,1,"[78, 68, 13, 77]"
578,290,1,"[68, 74]"
335,484,1,"[50, 68, 99, 14]"
418,357,1,[70]
932,145,0,[93]
774,232,0,"[29, 77, 23]"
295,360,0,"[34, 68, 11, 83]"
938,438,1,"[68, 35]"
755,204,1,[47]
371,213,1,"[66, 92, 53]"
186,40,0,[90]
246,275,1,"[51, 21, 37, 98]"
637,323,1,"[64, 2]"
268,82,1,"[7, 38, 17, 2]"
643,181,1,"[79, 95]"
237,499,0,[0]
530,320,1,[25]
552,83,1,"[11, 37, 84, 40]"
21,303,1,[12]
911,262,0,"[75, 12, 17, 18]"
737,272,1,"[69, 47, 70]"
867,200,1,"[27, 91, 18]"
794,240,1,"[80, 85, 82, 47]"
520,402,1,[47]
100,180,0,"[18, 98, 46]"
752,432,1,[59]
478,171,0,"[19, 18, 41, 76]"
599,295,1,"[75, 48, 14]"
298,177,0,"[67, 78, 80, 26]"
940,369,0,"[54, 86, 14]"
526,396,1,"[30, 89, 6, 12]"
334,237,1,"[12, 19]"
2,138,1,"[9, 51]"
375,327,1,[51]
293,366,1,"[26, 33]"
837,311,1,"[61, 15, 58, 20]"
934,129,0,"[80, 78, 12, 32]"
553,49,1,"[68, 26]"
318,164,0,"[64, 43, 29, 22]"
502,277,1,"[99, 82, 93]"
828,293,1,"[54, 17, 89, 16]"
381,116,0,"[51, 44, 55]"
623,24,1,[53]
14,311,1,[16]
504,25,0,"[36, 21, 71]"
231,391,0,"[37, 98, 95]"
985,127,1,"[43, 90, 95, 35]"
84,234,1,"[24, 94]"
130,209,1,"[12, 55]"
743,93,1,"[50, 49, 76]"
838,94,1,"[32, 94, 24, 57]"
145,327,1,"[86, 37, 2, 15]"
891,225,1,"[22, 97]"
857,455,0,"[9, 64]"
28,378,0,"[51, 55]"
66,280,1,[88]
163,11,1,"[79, 29]"
229,329,1,"[23, 4]"
261,12,1,[54]
449,35,1,"[90, 75, 9]"
424,447,1,"[32, 79]"
460,452,1,[61]
952,228,0,"[26, 6]"
676,220,0,"[26, 73, 9, 74]"
301,441,0,[29]
919,141,1,"[28, 13, 76]"
303,23,1,"[24, 9, 78]"
287,83,1,"[48, 37, 70, 13]"
395,490,0,"[29, 39, 11]"
10,229,1,"[13, 0, 67, 48]"
707,423,1,"[35, 63]"
630,344,1,"[27, 91, 31, 71]"
270,80,1,[46]
592,353,1,"[32, 29, 36, 79]"
970,396,1,[88]
605,290,1,"[73, 68]"
778,455,1,"[96, 0, 94, 6]"
844,331,1,"[86, 57]"
862,159,1,"[77, 86, 72, 7]"
361,477,0,"[7, 2, 57, 31]"
257,128,1,"[67, 48, 37, 1]"
133,190,1,"[8, 45, 64]"
276,397,1,[74]
776,31,0,[89]
683,386,1,"[28, 32, 27]"
972,359,1,"[82, 25, 28]"
513,15,1,"[95, 84, 33]"
313,313,1,"[85, 47, 26, 71]"
576,75,1,"[30, 64, 38, 97]"
886,34,1,"[23, 91, 67]"
980,359,0,"[92, 22]"
284,196,0,[60]
121,331,0,"[15, 44, 26]"
107,29,1,[4]
933,194,0,"[71, 81, 34]"
687,16,1,"[86, 45]"
997,423,1,"[55, 23]"
204,77,0,"[78, 37]"
165,293,1,"[92, 69, 47, 8]"
305,81,1,"[49, 68, 47]"
497,405,1,"[82, 4, 83]"
632,428,1,"[59, 26, 92]"
556,124,0,"[59, 49, 66]"
824,19,1,[54]
156,455,1,[15]
367,102,1,"[11, 26]"
719,392,0,"[32, 78]"
902,77,1,[80]
620,229,1,"[51, 36, 14]"
251,450,0,"[82, 64, 67, 2]"
957,297,1,"[4, 8, 0, 29]"
916,203,1,"[85, 19, 92]"
882,472,0,"[88, 98, 90]"
334,454,1,"[74, 80, 30]"
642,61,0,"[18, 92]"
969,26,1,"[61, 6, 36]"
511,71,0,"[85, 75, 7]"
293,103,0,[81]
20,467,1,"[81, 94, 16, 86]"
282,326,1,"[14, 29, 94]"
797,363,0,[5]
1,157,1,"[86, 60, 35, 34]"
119,363,1,"[91, 78, 76]"
35,359,1,"[82, 39, 81]"
198,194,0,"[36, 84, 4]"
485,275,0,[80]
757,324,1,"[3, 25, 23]"
59,186,1,"[55, 53, 37]"
837,326,0,"[53, 18]"
161,113,0,"[25, 51]"
691,313,1,"[60, 66, 21]"
206,165,0,[10]
12,61,0,"[38, 60, 90]"
490,92,1,[92]
276,286,0,"[60, 11, 12, 57]"
693,455,1,"[63, 30, 10]"
242,457,1,[42]
216,153,1,[35]
251,225,0,"[86, 60]"
811,127,0,"[77, 48, 26, 11]"
126,193,1,"[92, 5]"
994,115,1,"[46, 22, 73, 97]"
217,262,1,[75]
306,18,0,"[25, 6, 31, 32]"
797,10,0,"[98, 19]"
185,92,1,"[68, 95, 51]"
39,139,1,"[41, 82, 0]"
223,481,1,"[6, 57, 85]"
184,449,1,"[33, 50]"
495,333,1,"[9, 25, 31, 41]"
427,357,0,"[61, 11, 39]"
178,340,1,"[77, 33, 80]"
919,449,1,"[26, 7]"
428,52,1,[98]
294,195,1,"[80, 25, 56]"
852,466,1,"[87, 88, 98]"
151,489,1,"[58, 68]"
384,206,1,"[46, 34, 29, 49]"
638,287,0,[23]
813,475,1,"[83, 53]"
308,401,0,"[31, 7, 49]"
336,439,1,"[86, 45, 79]"
946,366,1,"[60, 88, 78]"
746,93,1,"[62, 7, 33]"
892,420,0,[43]
375,485,1,"[42, 49, 12]"
8,410,1,"[75, 78]"
341,309,0,"[52, 62, 1]"
129,145,1,"[22, 58, 68, 33]"
776,86,0,"[26, 54]"
669,153,1,"[3, 67]"
352,2,1,"[69, 88, 26, 46]"
358,342,1,"[39, 83]"
517,389,0,"[6, 22, 83]"
495,260,1,"[97, 28, 60, 43]"
86,164,1,"[68, 26, 11]"
175,6,1,[36]
802,149,1,"[93, 35]"
193,205,0,"[95, 31]"
311,118,1,[21]
119,485,1,"[28, 10]"
218,89,1,"[65, 55, 84, 94]"
427,154,1,"[51, 60]"
970,439,1,[90]
414,167,1,"[71, 36]"
114,468,0,[25]
978,161,0,"[79, 0]"
145,270,1,[84]
538,56,0,"[63, 78, 23]"
648,228,1,[50]
303,337,1,"[28, 45]"
744,149,1,"[45, 74, 67, 58]"
881,46,1,"[97, 3]"
588,144,1,"[73, 96, 17, 75]"
987,238,0,"[22, 24, 59]"
840,272,0,[67]
345,120,1,[17]
814,340,1,"[28, 29]"
964,413,0,"[91, 6, 87, 40]"
801,220,1,"[36, 26]"
1,8,1,[99]
147,344,1,"[50, 92, 70]"
287,387,1,[52]
976,473,1,"[62, 56, 24]"
654,275,0,[12]
53,353,0,[29]
304,66,1,"[11, 64]"
69,79,0,"[84, 61]"
361,86,1,"[59, 16, 59, 8]"
602,124,1,"[91, 14, 76, 27]"
958,202,0,[80]
220,466,1,"[8, 55]"
962,150,1,[93]
704,46,1,"[74, 93, 35]"
966,113,0,"[55, 88, 70, 19]"
575,91,0,"[59, 34, 73]"
585,141,0,"[0, 77, 44]"
161,289,1,[39]
681,389,0,"[37, 97, 23, 3]"
89,218,1,"[68, 12, 20]"
688,77,0,[31]
781,411,1,"[94, 31]"
585,377,1,"[56, 47, 29]"
757,384,1,"[70, 37, 94]"
589,334,0,"[25, 99, 89, 1]"
159,152,0,"[42, 62, 72]"
489,323,1,"[47, 4]"
971,239,1,"[75, 34, 92]"
324,115,0,"[82, 48, 59, 50]"
610,319,1,"[90, 81, 58]"
381,369,0,"[12, 93, 25, 69]"
102,94,0,"[86, 11, 40]"
494,483,1,[78]
644,48,1,[62]
614,191,1,"[46, 7]"
19,462,1,"[10, 16, 26]"
454,12,1,"[94, 26, 77, 86]"
482,156,0,"[68, 93, 97, 46]"
594,172,1,"[56, 30, 15]"
397,477,1,[26]
279,427,1,[25]
851,401,1,"[28, 43, 28]"
365,296,0,[94]
331,177,1,"[5, 8]"
641,341,1,"[83, 57, 1]"
344,57,0,"[51, 54, 52]"
822,343,1,"[71, 39]"
455,340,1,[38]
601,448,1,"[12, 36, 54]"
725,203,0,"[13, 64, 26, 23]"
655,185,1,"[21, 77, 44]"
65,121,0,"[90, 66, 63, 96]"
76,226,0,"[46, 20, 31]"
711,202,1,"[44, 43, 40, 95]"
143,330,1,"[87, 10, 84, 17]"
917,363,1,"[26, 42, 64]"
915,380,1,"[28, 20]"
828,454,0,[8]
605,356,1,[61]
473,216,1,"[94, 90, 95]"
417,460,0,[96]
305,43,1,"[56, 4, 19]"
736,375,1,"[80, 3]"
497,23,1,"[84, 33, 39, 68]"
291,155,1,"[21, 13, 67, 7]"
940,186,0,"[66, 45, 28, 89]"
102,249,1,"[93, 11]"
986,237,1,"[51, 57, 1]"
267,293,1,[54]
867,134,1,"[91, 98, 33]"
968,321,1,"[67, 81, 11, 49]"
622,390,1,[9]
974,434,0,[88]
842,22,0,"[80, 69]"
962,361,1,"[39, 81]"
942,88,1,"[72, 13]"
777,153,1,"[51, 16]"
3,125,1,"[97, 21]"
85,79,1,[31]
794,346,1,"[54, 79, 21, 37]"
328,456,1,"[65, 44]"
816,51,1,"[7, 64, 39]"
450,216,0,[4]
454,176,1,[45]
924,358,0,"[16, 40, 29, 51]"
629,253,1,"[19, 35, 65]"
221,454,1,"[44, 3, 49, 87]"
154,246,0,"[54, 58, 41, 1]"
665,227,1,"[1, 49]"
12,106,0,[12]
133,193,1,"[21, 16]"
994,316,1,"[85, 69, 2]"
304,302,1,"[69, 80]"
293,36,1,"[48, 49, 34]"
975,442,0,"[71, 6, 49]"
300,204,0,"[89, 54]"
740,422,0,"[18, 22]"
783,267,1,"[63, 32, 65]"
43,268,1,"[95, 96, 8, 28]"
944,170,1,"[17, 81, 70]"
343,498,1,"[28, 82]"
326,39,0,[4]
814,455,1,[68]
498,139,1,"[51, 14, 89, 87]"
364,292,1,"[19, 72, 91]"
891,52,0,"[74, 97, 24, 56]"
427,287,0,[4]
21,289,1,"[8, 10, 64]"
407,141,1,"[25, 73, 18]"
619,146,1,"[55, 67, 77, 29]"
336,425,1,"[11, 23, 21]"
815,314,0,"[29, 59, 38]"
117,184,1,"[25, 48, 68, 41]"
124,152,1,"[52, 33]"
399,201,1,"[68, 9]"
793,128,1,"[2, 76, 47, 65]"
804,287,0,"[34, 51]"
715,311,1,"[61, 51]"
51,253,1,"[46, 53, 27, 22]"
783,489,0,"[86, 34, 31]"
324,266,1,"[15, 15]"
789,188,0,"[66, 91, 92]"
141,386,1,"[19, 99]"
470,230,1,[85]
787,271,1,"[23, 52, 63, 57]"
802,259,1,"[36, 83]"
334,299,1,"[83, 83, 3, 93]"
893,415,1,"[85, 78, 37]"
964,198,1,[91]
373,323,1,"[13, 74, 72]"
564,56,1,"[9, 37, 42, 36]"
494,319,0,"[31, 83]"
539,203,1,"[3, 23]"
669,271,1,"[9, 15, 38, 95]"
751,109,0,"[24, 6]"
156,116,1,"[46, 81, 81, 2]"
291,92,1,[32]
648,138,1,"[73, 58, 71]"
144,422,1,"[31, 86]"
106,303,1,[77]
420,57,0,[88]
670,50,0,[54]
658,498,1,"[83, 48]"
2,71,1,"[25, 31, 71, 43]"
945,399,1,"[28, 16, 17]"
589,402,0,"[62, 81, 74, 44]"
644,82,1,"[78, 89, 2, 2]"
90,372,1,"[98, 72]"
345,105,1,"[39, 67, 53]"
350,88,1,"[19, 14, 92, 4]"
459,2,1,"[39, 6, 71]"
263,360,1,"[99, 32, 36, 31]"
351,84,0,"[62, 35, 97]"
108,482,1,[24]
586,43,1,"[95, 65, 8, 92]"
39,154,0,"[17, 21]"
909,327,1,"[14, 6, 12]"
159,422,1,"[35, 15]"
583,94,1,[20]
959,298,1,"[73, 82, 16, 64]"
312,133,1,[35]
241,395,0,"[57, 19, 51]"
938,65,0,"[22, 41]"
445,290,1,"[4, 31, 45, 16]"
298,376,1,"[26, 67, 22]"
952,257,1,"[33, 20, 21]"
36,467,1,[31]
84,386,1,"[27, 81]"
452,213,1,"[53, 69, 13]"
886,148,1,"[54, 57]"
775,61,1,"[45, 13, 43, 40]"
822,471,1,[94]
385,149,1,"[81, 4]"
172,88,1,"[86, 11]"
376,324,0,"[76, 98]"
685,383,1,"[78, 34, 18]"
362,396,0,"[62, 7, 22]"
559,278,0,[22]
891,404,0,"[29, 41, 1]"
141,82,1,"[24, 28, 21]"
887,129,0,"[18, 72]"
918,286,1,[37]
118,382,1,[73]
277,353,1,"[87, 7]"
726,280,1,"[5, 6, 83]"
220,270,1,[35]
905,292,1,"[76, 87, 45, 63]"
26,453,1,"[22, 60, 80]"
521,203,1,"[45, 87]"
783,24,1,"[9, 94, 19]"
10,444,1,"[77, 2, 29, 17]"
984,351,0,"[69, 83, 34]"
378,311,1,"[25, 34, 75]"
633,461,1,"[56, 48, 9, 84]"
637,208,0,[28]
682,280,1,"[70, 97, 97]"
584,205,1,"[67, 93]"
152,152,0,[77]
720,438,0,"[42, 94, 38, 91]"
49,26,1,[82]
154,194,1,"[33, 95, 88, 85]"
859,336,0,[91]
293,422,1,"[52, 17, 6]"
580,238,1,"[74, 41, 10]"
50,321,1,"[8, 34, 86]"
664,497,1,[64]
531,75,0,"[4, 92, 25, 50]"
612,435,0,"[2, 84]"
60,163,0,"[12, 94, 80]"
167,299,1,"[86, 2, 52]"
202,29,1,"[44, 65, 66]"
857,165,0,"[43, 72, 67, 61]"
146,337,1,[51]
915,186,0,"[0, 38]"
676,54,0,"[75, 39, 59, 87]"
970,295,1,"[72, 83]"
993,42,1,[19]
439,412,1,[1]
242,285,0,[87]
581,427,1,[38]
687,387,0,"[29, 53, 81]"
561,138,1,"[43, 42]"
483,187,1,"[47, 84]"
108,490,1,"[16, 4]"
226,398,1,"[73, 63]"
673,204,0,"[65, 70, 3]"
631,431,1,[82]
661,42,1,[27]
977,350,0,"[93, 37, 65, 66]"
662,416,1,"[46, 24, 65, 78]"
432,288,1,"[68, 39, 99]"
805,426,1,"[39, 36]"
655,416,1,"[68, 16, 61]"
419,26,1,"[40, 75]"
988,371,0,"[30, 32]"
455,385,1,"[92, 66, 37]"
160,56,1,[62]
523,253,1,"[29, 46, 21, 95]"
650,122,1,"[54, 42, 60]"
969,106,1,"[31, 3]"
590,130,1,[44]
77,337,0,"[19, 70, 64, 59]"
509,158,1,[25]
441,376,1,[22]
254,231,1,"[1, 25, 77, 61]"
921,455,0,"[30, 25, 82, 4]"
770,308,1,[69]
320,91,1,"[15, 30, 81]"
803,393,1,"[24, 78]"
263,22,1,"[99, 74]"
597,290,1,[70]
658,110,0,"[49, 19]"
835,49,1,"[1, 25, 22, 31]"
554,129,1,[12]
374,73,1,[88]
637,340,1,"[85, 26]"
167,53,1,[89]
937,467,0,"[13, 13]"
753,356,0,"[68, 67, 54, 62]"
459,380,0,[88]
999,168,0,[3]
280,45,1,"[15, 65]"
700,452,1,"[67, 19, 16]"
302,393,1,"[5, 81, 83, 38]"
531,105,1,[33]
580,150,0,"[53, 87, 81, 93]"
218,146,0,"[64, 86, 28]"
102,204,0,[62]
554,362,1,"[65, 99, 44, 16]"
288,299,1,"[65, 67, 33]"
167,167,1,[22]
621,201,1,"[15, 1]"
36,134,1,"[75, 26]"
744,211,1,"[27, 34, 67]"
741,48,0,[6]
353,126,0,[24]
676,239,1,[40]
899,7,1,[61]
73,464,1,[13]
648,453,1,[53]
353,272,0,"[87, 78]"
891,385,1,"[50, 96, 54, 11]"
70,371,1,"[68, 0, 58]"
425,37,1,[33]
999,487,1,[45]
708,211,0,"[65, 18, 27]"
781,165,1,"[39, 56, 50]"
561,125,0,"[21, 67, 7, 59]"
828,337,1,[35]
642,192,0,"[88, 28, 64]"
956,218,1,"[81, 3, 83, 71]"
517,214,1,"[49, 38, 34]"
428,62,1,[77]
539,328,1,"[46, 39, 30, 68]"
160,445,0,[73]
149,381,1,"[54, 15, 67]"
776,161,0,"[68, 41, 40]"
230,66,1,"[83, 5]"
712,286,0,"[52, 16, 56]"
562,239,1,"[15, 51, 99]"
67,20,0,"[87, 33]"
812,188,0,"[80, 19, 79, 55]"
381,82,1,"[52, 48, 3]"
58,363,1,"[35, 34]"
259,202,1,"[62, 81]"
342,408,1,[51]
838,132,1,"[68, 40, 53, 86]"
130,37,1,"[90, 55]"
727,132,0,"[40, 13, 20]"
172,77,0,"[97, 89, 24, 49]"
770,89,0,[94]
614,461,1,"[52, 47, 69, 47]"
209,402,0,"[23, 30, 82, 74]"
803,253,1,[4]
354,344,1,"[66, 74]"
471,194,1,[93]
798,176,0,"[52, 88, 63]"
116,33,0,"[11, 46, 89]"
264,58,1,"[68, 82, 90]"
662,467,0,"[28, 11]"
812,201,1,"[8, 81, 28]"
442,28,0,"[86, 29, 57]"
548,35,1,"[52, 3, 56, 53]"
453,487,1,[27]
845,125,1,"[12, 71, 55, 52]"
477,394,1,"[24, 65, 29, 2]"
287,321,1,"[28, 40, 93]"
303,42,1,"[20, 90, 23]"
311,85,1,"[94, 93, 64, 0]"
208,393,0,"[71, 33]"
618,188,0,"[90, 67, 82, 28]"
446,111,1,[2]
670,271,0,"[7, 61, 32]"
633,483,1,"[24, 87, 25, 25]"
55,441,0,[90]
912,325,1,[42]
12,105,1,"[72, 77, 4]"
657,406,1,"[93, 55]"
400,320,0,"[56, 91, 44]"
908,41,1,[71]
648,215,0,"[91, 35, 32]"
980,71,1,"[75, 70]"
515,56,1,[91]
656,407,1,"[64, 23, 44]"
542,236,0,[18]
237,281,1,[31]
279,475,0,"[64, 31]"
348,105,1,[19]
627,390,0,[82]
104,375,1,"[91, 95]"
630,162,1,"[86, 90]"
517,191,1,[58]
980,9,1,"[61, 66]"
872,60,1,"[65, 53, 9]"
248,381,0,"[82, 30]"
364,305,1,[24]
321,225,1,"[16, 44, 48, 86]"
633,307,1,"[74, 51]"
286,188,1,"[61, 12, 87, 42]"
149,70,1,"[91, 98, 20, 5]"
84,293,1,"[92, 52, 86]"
966,287,0,"[68, 85, 8, 95]"
406,482,1,"[73, 45]"
978,169,0,"[91, 74, 70]"
456,62,1,"[42, 58]"
743,349,1,"[37, 33, 45]"
800,442,1,"[31, 15, 38, 0]"
161,14,0,[97]
784,164,1,[56]
460,420,0,"[19, 81, 81]"
550,245,1,"[84, 71]"
500,335,0,"[49, 10]"
738,8,1,"[42, 9, 7]"
509,154,1,"[71, 18, 64]"
654,36,1,"[51, 2, 52]"
804,48,1,"[95, 47, 53, 15]"
481,85,1,"[91, 27]"
663,28,1,"[50, 32, 24, 17]"
114,196,0,"[25, 5]"
749,446,1,"[43, 66]"
578,208,1,"[5, 77, 63]"
361,470,1,"[79, 87]"
341,204,1,[64]
770,464,1,"[63, 13]"
987,307,1,[76]
761,104,0,[72]
969,230,1,"[5, 93]"
449,426,1,[56]
843,101,1,[45]
835,29,1,"[3, 33]"
180,127,1,"[62, 60]"
702,338,1,[41]
407,10,1,"[63, 16]"
666,106,1,[29]
196,167,0,"[92, 6, 72]"
466,466,1,"[22, 35]"
311,257,1,"[19, 55]"
